object_distance,velocity,trajectory_angle,vehicle_speed,collision_risk
19.352465823520763,0.628583713734685,25.565696307771802,13.61772048180254,0
47.58500101408589,12.728208225275608,-74.85480630089121,47.19482420977036,1
36.86770314875885,6.287119621526534,-60.90683146296952,47.844458512707455,0
30.334265725654795,10.171413823294056,71.73975393487427,54.62009310487446,1
8.64491338167939,18.15132947852186,19.157230738726184,60.82639336058631,0
8.64373149647393,4.985844582977499,-88.34453070900666,78.30964556237743,1
3.8460969962417737,8.207658460712594,-71.73512228411423,46.141024381083675,0
43.44263114297183,15.111022770860973,29.430318439450048,32.606953105887214,0
30.45463557541723,4.575963309832449,-89.08891490768063,65.66303363380925,1
35.69555631200623,1.5395981965758598,-61.054550744850246,28.958257588345194,0
2.00864022049432,5.795029058275361,8.772082085985502,40.72799944939453,0
48.52558275593772,3.2244257450800884,34.54113558468478,15.491946693958617,1
41.78968939922066,18.59395304685146,27.3530267104681,11.774552039082026,1
11.404616423235531,16.16240759128834,-49.63152429709924,77.38538902745475,0
9.90942339314793,12.66807513020847,38.19225984255647,68.51860843585442,0
9.986820982818257,17.429211803754356,-47.295164250575986,58.71819442655886,0
15.907869905017348,16.07344153798229,-31.428054331331808,38.62670610899889,0
26.713065149979656,3.7314011777207168,44.36845292124434,22.130602404959205,0
22.165305913463673,17.851179969799556,26.93392182849864,20.950592986976023,0
15.270227869704053,10.786844838313014,62.86021388895202,27.517002871521672,1
30.980791841396595,16.14880310328125,28.37032061406181,48.445866529428436,1
7.83519917195005,17.921825998469863,12.29554860038489,60.02171458900436,1
15.31508777822569,6.3600694994372775,-73.13854179094335,56.21381637024119,0
18.951730321390894,2.201038490553535,-23.811155449301964,29.595372786216,0
23.34742922663476,4.558703250838834,-42.26357381728942,76.84056964642359,0
39.473622108257665,8.542155772525126,-46.08186419176496,61.652784168703796,0
10.784015325759627,16.36029531844986,85.14189985544022,48.80478367579805,0
26.19748748226697,17.214611665126867,-19.24240955998313,52.820452236404655,1
30.02831387424008,0.13904261062381407,70.5683799318804,39.372004369945294,0
3.2760702232798886,10.214946051551316,23.60495267950732,27.34116926508102,0
30.76969774317048,8.34822006297558,53.06603463749673,34.91808750558831,0
9.355682060677285,4.442156209414605,0.47467675893457795,63.04922773250584,1
4.187528056278696,2.397307346673656,13.842699232744636,11.007544204082912,0
47.49539132541333,6.752303428072559,-1.346815112604503,18.125084835484138,0
48.315969620653405,18.858194078250385,-54.85626219635199,13.220184941522692,0
40.6114700577066,6.464058640415105,40.041380747070946,12.851016162327909,1
15.926074689495163,10.375812434867322,-39.46097476064595,69.8822408807705,0
5.78593358631281,14.060379177903556,-85.62312604233831,59.25605015660166,1
34.527418299095686,7.27259204758588,26.1850132632902,43.19216803611276,1
22.567472193240462,19.435641654419214,-58.120077706731195,16.848391245570102,0
6.979873507394163,19.248945898842223,79.28254518352458,44.41311125817826,0
25.263668595452238,5.035645916507283,81.70714386046572,43.143023954639595,1
2.6850375346457014,9.94497011784771,74.67559023968073,22.124130893701064,0
45.556699701860325,6.017566196335393,-23.371433954020006,40.369615446658116,0
13.68021909840083,5.696809887549352,-87.21780902480387,37.895331407816144,1
33.463591933345114,0.7377389470906559,77.09734126579056,53.109506863655156,1
16.273842728381137,12.191286679597937,-12.926853302883416,54.45655556073507,1
26.48333303771273,10.05358046457723,83.99786742786051,13.171280684043117,1
27.788803687820703,1.029575024999787,83.45159587606551,36.22288302385299,0
10.057868320750824,5.572929284732229,63.54170198412481,53.810194099996544,0
48.50964676046337,18.165317719333075,-36.99919942747458,45.21953810060614,1
38.98150834469461,4.791237813339448,-20.68240885165345,69.95428888318256,0
47.035448136645265,2.897897441824462,63.20460087303425,56.10855421332615,0
44.84654017095479,9.78905520555126,-32.95403907187002,21.40540989570008,1
30.29709896174317,19.713009082212015,-59.49130559650335,14.93981231803009,0
46.171837516132726,4.841105430230009,10.224227242503034,54.96934947444209,0
5.3361326005440555,13.442710948117572,78.50785934894057,11.855791737913528,0
10.603160258538114,15.23239230657435,35.28536340149515,51.00429068914243,0
3.216137156616365,4.752750879847993,12.611010616085693,75.81611689974703,0
16.94118620739995,14.564326972237192,-72.50823112126166,50.28319245131153,0
20.045187194784617,7.355662654385064,20.70130080585055,37.17189483445654,0
14.2961025569209,12.646116611871589,88.20969301876738,55.03017529096472,0
41.608137948444536,12.670594215217895,-64.78487725742568,42.07770233440616,1
